1110,2110|1210
1110,2110|2210
1110,2110|1120
1110,2110|2120
1110,2110|1220
1110,2110|2220
1110,1210|1120
1110,1210|2120
1110,1210|1220
1110,1210|2220
1110,2210|1120
1110,2210|2120
1110,2210|1220
1110,2210|2220
2110,1110|1210
2110,1110|2210
2110,1110|1120
2110,1110|2120
2110,1110|1220
2110,1110|2220
2110,1210|1120
2110,1210|2120
2110,1210|1220
2110,1210|2220
2110,2210|1120
2110,2210|2120
2110,2210|1220
2110,2210|2220
1210,1110|1120
1210,1110|2120
1210,1110|1220
1210,1110|2220
1210,2110|1120
1210,2110|2120
1210,2110|1220
1210,2110|2220
1210,2210|1110
1210,2210|2110
1210,2210|1120
1210,2210|2120
1210,2210|1220
1210,2210|2220
2210,1110|1120
2210,1110|2120
2210,1110|1220
2210,1110|2220
2210,2110|1120
2210,2110|2120
2210,2110|1220
2210,2110|2220
2210,1210|1110
2210,1210|2110
2210,1210|1120
2210,1210|2120
2210,1210|1220
2210,1210|2220
1120,2120|1110
1120,2120|2110
1120,2120|1210
1120,2120|2210
1120,2120|1220
1120,2120|2220
1120,1220|1110
1120,1220|2110
1120,1220|1210
1120,1220|2210
1120,2220|1110
1120,2220|2110
1120,2220|1210
1120,2220|2210
2120,1120|1110
2120,1120|2110
2120,1120|1210
2120,1120|2210
2120,1120|1220
2120,1120|2220
2120,1220|1110
2120,1220|2110
2120,1220|1210
2120,1220|2210
2120,2220|1110
2120,2220|2110
2120,2220|1210
2120,2220|2210
1220,1120|1110
1220,1120|2110
1220,1120|1210
1220,1120|2210
1220,2120|1110
1220,2120|2110
1220,2120|1210
1220,2120|2210
1220,2220|1110
1220,2220|2110
1220,2220|1210
1220,2220|2210
1220,2220|1120
1220,2220|2120
2220,1120|1110
2220,1120|2110
2220,1120|1210
2220,1120|2210
2220,2120|1110
2220,2120|2110
2220,2120|1210
2220,2120|2210
2220,1220|1110
2220,1220|2110
2220,1220|1210
2220,1220|2210
2220,1220|1120
2220,1220|2120
