Tripelset: 09.05.2018 14:37:44

Baumtiefe: 		15
max. Verzweigung: 	2
Tripelmenge: 		4744

Newick-Code: 
(01,(((((0211111,(((0211112111,(02111121121,(((02111121122111,02111121122112),0211112112212),021111211222))),((02111121211,((((021111212121111,021111212121112),(021111212121121,021111212121122)),0211112121212),021111212122)),(02111121221,(((02111121222111,02111121222112),0211112122212),021111212222)))),02111122)),021112),02112),(02121,02122)),022))

0211111,0211112111|01
0211111,0211112111|021112
0211111,0211112111|02112
0211111,0211112111|02121
0211111,0211112111|02122
0211111,0211112111|022
0211111,02111121121|01
0211111,02111121121|021112
0211111,02111121121|02112
0211111,02111121121|02121
0211111,02111121121|02122
0211111,02111121121|022
0211111,02111121122111|01
0211111,02111121122111|021112
0211111,02111121122111|02112
0211111,02111121122111|02121
0211111,02111121122111|02122
0211111,02111121122111|022
0211111,02111121122112|01
0211111,02111121122112|021112
0211111,02111121122112|02112
0211111,02111121122112|02121
0211111,02111121122112|02122
0211111,02111121122112|022
0211111,0211112112212|01
0211111,0211112112212|021112
0211111,0211112112212|02112
0211111,0211112112212|02121
0211111,0211112112212|02122
0211111,0211112112212|022
0211111,021111211222|01
0211111,021111211222|021112
0211111,021111211222|02112
0211111,021111211222|02121
0211111,021111211222|02122
0211111,021111211222|022
0211111,02111121211|01
0211111,02111121211|021112
0211111,02111121211|02112
0211111,02111121211|02121
0211111,02111121211|02122
0211111,02111121211|022
0211111,021111212121111|01
0211111,021111212121111|021112
0211111,021111212121111|02112
0211111,021111212121111|02121
0211111,021111212121111|02122
0211111,021111212121111|022
0211111,021111212121112|01
0211111,021111212121112|021112
0211111,021111212121112|02112
0211111,021111212121112|02121
0211111,021111212121112|02122
0211111,021111212121112|022
0211111,021111212121121|01
0211111,021111212121121|021112
0211111,021111212121121|02112
0211111,021111212121121|02121
0211111,021111212121121|02122
0211111,021111212121121|022
0211111,021111212121122|01
0211111,021111212121122|021112
0211111,021111212121122|02112
0211111,021111212121122|02121
0211111,021111212121122|02122
0211111,021111212121122|022
0211111,0211112121212|01
0211111,0211112121212|021112
0211111,0211112121212|02112
0211111,0211112121212|02121
0211111,0211112121212|02122
0211111,0211112121212|022
0211111,021111212122|01
0211111,021111212122|021112
0211111,021111212122|02112
0211111,021111212122|02121
0211111,021111212122|02122
0211111,021111212122|022
0211111,02111121221|01
0211111,02111121221|021112
0211111,02111121221|02112
0211111,02111121221|02121
0211111,02111121221|02122
0211111,02111121221|022
0211111,02111121222111|01
0211111,02111121222111|021112
0211111,02111121222111|02112
0211111,02111121222111|02121
0211111,02111121222111|02122
0211111,02111121222111|022
0211111,02111121222112|01
0211111,02111121222112|021112
0211111,02111121222112|02112
0211111,02111121222112|02121
0211111,02111121222112|02122
0211111,02111121222112|022
0211111,0211112122212|01
0211111,0211112122212|021112
0211111,0211112122212|02112
0211111,0211112122212|02121
0211111,0211112122212|02122
0211111,0211112122212|022
0211111,021111212222|01
0211111,021111212222|021112
0211111,021111212222|02112
0211111,021111212222|02121
0211111,021111212222|02122
0211111,021111212222|022
0211111,02111122|01
0211111,02111122|021112
0211111,02111122|02112
0211111,02111122|02121
0211111,02111122|02122
0211111,02111122|022
0211111,021112|01
0211111,021112|02112
0211111,021112|02121
0211111,021112|02122
0211111,021112|022
0211111,02112|01
0211111,02112|02121
0211111,02112|02122
0211111,02112|022
0211111,02121|01
0211111,02121|022
0211111,02122|01
0211111,02122|022
0211111,022|01
0211112111,0211111|01
0211112111,0211111|021112
0211112111,0211111|02112
0211112111,0211111|02121
0211112111,0211111|02122
0211112111,0211111|022
0211112111,02111121121|01
0211112111,02111121121|0211111
0211112111,02111121121|02111121211
0211112111,02111121121|021111212121111
0211112111,02111121121|021111212121112
0211112111,02111121121|021111212121121
0211112111,02111121121|021111212121122
